Nombre,Puntaje,Fecha
DANIELA,124787,"01/15/2026, 12:00:00 AM"
EVELYN,724682,"02/15/2026, 12:00:00 AM"
CARO,1049038,"01/12/2026, 12:00:00 AM"
MAGALY,293348,"02/18/2026, 12:00:00 AM"
VALERIA,606897,"02/13/2026, 12:00:00 AM"
CARO,744385,"01/30/2026, 12:00:00 AM"
SEBAS,102868,"01/21/2026, 12:00:00 AM"
SEBAS,44519,"02/04/2026, 12:00:00 AM"
CARO,51456,"02/17/2026, 12:00:00 AM"
VALERIA,1191,"01/14/2026, 12:00:00 AM"
SEBAS,760889,"01/17/2026, 12:00:00 AM"
EVELYN,128469,"01/30/2026, 12:00:00 AM"
EVELYN,568805,"02/20/2026, 12:00:00 AM"
DANIELA,50386,"01/23/2026, 12:00:00 AM"
VALERIA,415076,"02/05/2026, 12:00:00 AM"
DIEGO,478113,"01/10/2026, 12:00:00 AM"
SEBAS,905997,"02/13/2026, 12:00:00 AM"
EVELYN,1171,"02/09/2026, 12:00:00 AM"
CHOCHO,291133,"02/16/2026, 12:00:00 AM"
DANIELA,77807,"01/18/2026, 12:00:00 AM"
CARO,310590,"01/14/2026, 12:00:00 AM"
SEBAS,35228,"02/06/2026, 12:00:00 AM"
VALERIA,462993,"02/12/2026, 12:00:00 AM"
MAGALY,771,"02/26/2026, 12:00:00 AM"
EDWIN,255070,"02/17/2026, 12:00:00 AM"
EDWIN,584238,"02/11/2026, 12:00:00 AM"
SEBAS,832,"01/26/2026, 12:00:00 AM"
EVELYN,255084,"02/17/2026, 12:00:00 AM"
EDWIN,363526,"02/15/2026, 12:00:00 AM"
CHOCHO,129583,"01/19/2026, 12:00:00 AM"
DIEGO,54592,"02/06/2026, 12:00:00 AM"
CARO,101101,"02/24/2026, 12:00:00 AM"
CHOCHO,41154,"02/23/2026, 12:00:00 AM"
SEBAS,49127,"03/01/2026, 12:00:00 AM"
DANIELA,946435,"02/03/2026, 12:00:00 AM"
CHOCHO,47228,"01/07/2026, 12:00:00 AM"
DIEGO,56912,"01/19/2026, 12:00:00 AM"
EVELYN,522708,"01/17/2026, 12:00:00 AM"
MAGALY,38210,"01/01/2026, 12:00:00 AM"
DIEGO,640485,"02/13/2026, 12:00:00 AM"
SEBAS,111866,"01/02/2026, 12:00:00 AM"
VALERIA,234465,"02/17/2026, 12:00:00 AM"
EDWIN,750913,"01/26/2026, 12:00:00 AM"
MAGALY,959,"01/15/2026, 12:00:00 AM"
MAGALY,1283,"02/28/2026, 12:00:00 AM"
MAGALY,973,"02/24/2026, 12:00:00 AM"
EDWIN,599766,"02/03/2026, 12:00:00 AM"
EVELYN,254216,"01/17/2026, 12:00:00 AM"
EVELYN,505669,"02/03/2026, 12:00:00 AM"
EVELYN,1181,"02/24/2026, 12:00:00 AM"
MAGALY,236499,"01/22/2026, 12:00:00 AM"
CARO,37738,"03/01/2026, 12:00:00 AM"
VALERIA,115054,"01/17/2026, 12:00:00 AM"
DANIELA,35669,"02/01/2026, 12:00:00 AM"
EVELYN,309563,"01/16/2026, 12:00:00 AM"
VALERIA,620976,"02/21/2026, 12:00:00 AM"
VALERIA,733,"01/16/2026, 12:00:00 AM"
EVELYN,1157692,"01/11/2026, 12:00:00 AM"
VALERIA,919,"02/11/2026, 12:00:00 AM"
VALERIA,942095,"01/26/2026, 12:00:00 AM"
SEBAS,276900,"01/15/2026, 12:00:00 AM"
EDWIN,1000,"01/12/2026, 12:00:00 AM"
CARO,808175,"01/30/2026, 12:00:00 AM"
CHOCHO,980210,"01/17/2026, 12:00:00 AM"
CHOCHO,62323,"02/28/2026, 12:00:00 AM"
MAGALY,631905,"01/05/2026, 12:00:00 AM"
MAGALY,1009159,"01/22/2026, 12:00:00 AM"
CARO,97859,"01/28/2026, 12:00:00 AM"
VALERIA,541677,"01/17/2026, 12:00:00 AM"
CHOCHO,44998,"01/17/2026, 12:00:00 AM"
CHOCHO,49296,"02/18/2026, 12:00:00 AM"
DIEGO,965483,"01/23/2026, 12:00:00 AM"
EDWIN,81984,"02/05/2026, 12:00:00 AM"
DIEGO,373831,"01/13/2026, 12:00:00 AM"
CHOCHO,467777,"02/15/2026, 12:00:00 AM"
EVELYN,317857,"02/22/2026, 12:00:00 AM"
EDWIN,831924,"01/20/2026, 12:00:00 AM"
DANIELA,1023271,"02/03/2026, 12:00:00 AM"
VALERIA,79855,"01/19/2026, 12:00:00 AM"
SEBAS,210195,"01/29/2026, 12:00:00 AM"
DANIELA,1109246,"01/18/2026, 12:00:00 AM"
DIEGO,890667,"01/04/2026, 12:00:00 AM"
EDWIN,895153,"02/23/2026, 12:00:00 AM"
CARO,88999,"01/05/2026, 12:00:00 AM"
CARO,714492,"01/10/2026, 12:00:00 AM"
EDWIN,250891,"01/29/2026, 12:00:00 AM"
MAGALY,323165,"01/25/2026, 12:00:00 AM"
SEBAS,921,"01/19/2026, 12:00:00 AM"
DIEGO,49013,"01/31/2026, 12:00:00 AM"
CHOCHO,704,"01/14/2026, 12:00:00 AM"
MAGALY,82543,"01/11/2026, 12:00:00 AM"
DANIELA,477488,"01/03/2026, 12:00:00 AM"
CARO,59725,"02/14/2026, 12:00:00 AM"
DIEGO,200785,"01/23/2026, 12:00:00 AM"
EVELYN,1200331,"01/21/2026, 12:00:00 AM"
CHOCHO,47791,"01/12/2026, 12:00:00 AM"
MAGALY,854,"01/16/2026, 12:00:00 AM"
CARO,1034236,"02/07/2026, 12:00:00 AM"
DIEGO,933684,"01/11/2026, 12:00:00 AM"
CHOCHO,1256,"01/26/2026, 12:00:00 AM"
DANIELA,122897,"02/24/2026, 12:00:00 AM"
DANIELA,240840,"01/19/2026, 12:00:00 AM"
EVELYN,221481,"02/14/2026, 12:00:00 AM"
EVELYN,875,"02/02/2026, 12:00:00 AM"
DANIELA,890,"02/09/2026, 12:00:00 AM"
DIEGO,1000513,"01/09/2026, 12:00:00 AM"
CARO,932638,"02/04/2026, 12:00:00 AM"
VALERIA,76446,"01/01/2026, 12:00:00 AM"
CARO,262882,"01/11/2026, 12:00:00 AM"
EVELYN,719,"01/03/2026, 12:00:00 AM"
CHOCHO,1144268,"02/04/2026, 12:00:00 AM"
EVELYN,47260,"01/25/2026, 12:00:00 AM"
MAGALY,1136,"01/03/2026, 12:00:00 AM"
EVELYN,381612,"01/18/2026, 12:00:00 AM"
DANIELA,588556,"02/13/2026, 12:00:00 AM"
SEBAS,87509,"02/23/2026, 12:00:00 AM"
EDWIN,1197905,"02/14/2026, 12:00:00 AM"
DIEGO,58084,"01/18/2026, 12:00:00 AM"
EVELYN,93135,"01/27/2026, 12:00:00 AM"
SEBAS,314793,"02/08/2026, 12:00:00 AM"
VALERIA,45573,"01/06/2026, 12:00:00 AM"
DANIELA,57682,"02/23/2026, 12:00:00 AM"
CHOCHO,104827,"01/01/2026, 12:00:00 AM"
VALERIA,40818,"03/01/2026, 12:00:00 AM"
DIEGO,1284,"02/04/2026, 12:00:00 AM"
EDWIN,324383,"01/24/2026, 12:00:00 AM"
VALERIA,556411,"02/22/2026, 12:00:00 AM"
CARO,57478,"01/21/2026, 12:00:00 AM"
CHOCHO,948,"02/21/2026, 12:00:00 AM"
VALERIA,254334,"01/30/2026, 12:00:00 AM"
VALERIA,311548,"02/01/2026, 12:00:00 AM"
CHOCHO,77983,"02/18/2026, 12:00:00 AM"
EVELYN,89023,"02/03/2026, 12:00:00 AM"
DANIELA,714,"01/11/2026, 12:00:00 AM"
SEBAS,1293,"01/23/2026, 12:00:00 AM"
CARO,49450,"01/21/2026, 12:00:00 AM"
CARO,967551,"02/10/2026, 12:00:00 AM"
DIEGO,216192,"01/05/2026, 12:00:00 AM"
EDWIN,128684,"01/06/2026, 12:00:00 AM"
EVELYN,463935,"02/02/2026, 12:00:00 AM"
MAGALY,267990,"02/10/2026, 12:00:00 AM"
EDWIN,72828,"01/12/2026, 12:00:00 AM"
DIEGO,462860,"02/18/2026, 12:00:00 AM"
VALERIA,367680,"01/18/2026, 12:00:00 AM"
DIEGO,1224216,"02/07/2026, 12:00:00 AM"
EDWIN,119640,"01/21/2026, 12:00:00 AM"
EDWIN,443139,"01/04/2026, 12:00:00 AM"
MAGALY,213190,"01/01/2026, 12:00:00 AM"
EDWIN,220965,"01/12/2026, 12:00:00 AM"
EVELYN,822655,"02/07/2026, 12:00:00 AM"
CARO,444862,"02/03/2026, 12:00:00 AM"
EDWIN,98813,"01/15/2026, 12:00:00 AM"
VALERIA,104695,"02/13/2026, 12:00:00 AM"
VALERIA,645164,"02/06/2026, 12:00:00 AM"
MAGALY,55014,"02/22/2026, 12:00:00 AM"
DIEGO,61147,"01/12/2026, 12:00:00 AM"
VALERIA,200563,"01/29/2026, 12:00:00 AM"
DIEGO,48257,"01/26/2026, 12:00:00 AM"
CARO,181193,"01/13/2026, 12:00:00 AM"
DIEGO,801229,"02/08/2026, 12:00:00 AM"
MAGALY,604979,"02/02/2026, 12:00:00 AM"
EVELYN,81712,"02/03/2026, 12:00:00 AM"
DANIELA,72593,"01/05/2026, 12:00:00 AM"
CHOCHO,128377,"01/03/2026, 12:00:00 AM"
EVELYN,908821,"01/21/2026, 12:00:00 AM"
DIEGO,1150,"01/16/2026, 12:00:00 AM"
EDWIN,975200,"01/28/2026, 12:00:00 AM"
CHOCHO,50881,"01/08/2026, 12:00:00 AM"
VALERIA,939321,"01/16/2026, 12:00:00 AM"
SEBAS,457125,"02/12/2026, 12:00:00 AM"
CHOCHO,85471,"01/14/2026, 12:00:00 AM"
DIEGO,605468,"02/02/2026, 12:00:00 AM"
MAGALY,1158,"02/21/2026, 12:00:00 AM"
DIEGO,70584,"02/27/2026, 12:00:00 AM"
MAGALY,55604,"02/20/2026, 12:00:00 AM"
CARO,922,"02/03/2026, 12:00:00 AM"
CARO,810676,"02/24/2026, 12:00:00 AM"
DANIELA,639848,"02/24/2026, 12:00:00 AM"
EVELYN,418354,"01/17/2026, 12:00:00 AM"
DIEGO,784,"02/22/2026, 12:00:00 AM"
CARO,111544,"01/09/2026, 12:00:00 AM"
CARO,112727,"02/26/2026, 12:00:00 AM"
CARO,296836,"02/15/2026, 12:00:00 AM"
DANIELA,923191,"01/19/2026, 12:00:00 AM"
EDWIN,1119,"02/16/2026, 12:00:00 AM"
MAGALY,60593,"02/21/2026, 12:00:00 AM"
VALERIA,1139,"02/15/2026, 12:00:00 AM"
EDWIN,60893,"01/31/2026, 12:00:00 AM"
CHOCHO,85685,"02/06/2026, 12:00:00 AM"
CHOCHO,872,"02/10/2026, 12:00:00 AM"
DIEGO,892266,"02/26/2026, 12:00:00 AM"
EVELYN,244516,"02/17/2026, 12:00:00 AM"
MAGALY,82167,"01/17/2026, 12:00:00 AM"
MAGALY,628449,"01/21/2026, 12:00:00 AM"
CHOCHO,198673,"02/18/2026, 12:00:00 AM"
DIEGO,43651,"02/11/2026, 12:00:00 AM"
MAGALY,303628,"02/21/2026, 12:00:00 AM"
CARO,189404,"02/09/2026, 12:00:00 AM"
EVELYN,538692,"02/15/2026, 12:00:00 AM"
DIEGO,40621,"01/01/2026, 12:00:00 AM"
MAGALY,399547,"02/08/2026, 12:00:00 AM"
SEBAS,285707,"01/02/2026, 12:00:00 AM"
EDWIN,932716,"02/05/2026, 12:00:00 AM"
CHOCHO,88395,"01/08/2026, 12:00:00 AM"
EDWIN,46227,"02/28/2026, 12:00:00 AM"
VALERIA,1102,"01/21/2026, 12:00:00 AM"
EDWIN,893,"02/27/2026, 12:00:00 AM"
SEBAS,117942,"02/16/2026, 12:00:00 AM"
VALERIA,403380,"02/15/2026, 12:00:00 AM"
VALERIA,738,"01/16/2026, 12:00:00 AM"
DIEGO,789,"01/11/2026, 12:00:00 AM"
EDWIN,115634,"02/04/2026, 12:00:00 AM"
EVELYN,757,"01/04/2026, 12:00:00 AM"
SEBAS,1025597,"02/26/2026, 12:00:00 AM"
CHOCHO,472331,"02/09/2026, 12:00:00 AM"
MAGALY,59872,"02/22/2026, 12:00:00 AM"
MAGALY,45967,"01/24/2026, 12:00:00 AM"
DIEGO,429658,"01/07/2026, 12:00:00 AM"
SEBAS,63714,"03/01/2026, 12:00:00 AM"
DIEGO,202079,"01/24/2026, 12:00:00 AM"
VALERIA,902209,"01/26/2026, 12:00:00 AM"
VALERIA,1087,"01/15/2026, 12:00:00 AM"
CARO,602819,"02/22/2026, 12:00:00 AM"
CARO,1067,"02/05/2026, 12:00:00 AM"
EVELYN,59008,"02/22/2026, 12:00:00 AM"
DIEGO,564917,"02/23/2026, 12:00:00 AM"
MAGALY,59783,"01/26/2026, 12:00:00 AM"
EVELYN,1092,"01/21/2026, 12:00:00 AM"
CARO,1004101,"02/06/2026, 12:00:00 AM"
VALERIA,291311,"02/05/2026, 12:00:00 AM"
EVELYN,1167,"01/29/2026, 12:00:00 AM"
EDWIN,54105,"02/18/2026, 12:00:00 AM"
DANIELA,189171,"02/12/2026, 12:00:00 AM"
DANIELA,809409,"01/13/2026, 12:00:00 AM"
VALERIA,1239162,"02/28/2026, 12:00:00 AM"
EVELYN,467110,"01/27/2026, 12:00:00 AM"
EVELYN,372367,"02/08/2026, 12:00:00 AM"
SEBAS,461607,"02/13/2026, 12:00:00 AM"
MAGALY,905,"02/23/2026, 12:00:00 AM"
CHOCHO,95304,"02/03/2026, 12:00:00 AM"
MAGALY,580588,"01/10/2026, 12:00:00 AM"
EVELYN,46698,"01/23/2026, 12:00:00 AM"
MAGALY,61196,"01/18/2026, 12:00:00 AM"
EDWIN,290164,"01/04/2026, 12:00:00 AM"
CARO,393572,"01/04/2026, 12:00:00 AM"
MAGALY,1023,"01/29/2026, 12:00:00 AM"
EVELYN,1199,"01/30/2026, 12:00:00 AM"
DIEGO,39748,"02/19/2026, 12:00:00 AM"
EDWIN,1034554,"02/09/2026, 12:00:00 AM"
EVELYN,818475,"01/29/2026, 12:00:00 AM"
CARO,457872,"01/17/2026, 12:00:00 AM"
EVELYN,277931,"02/24/2026, 12:00:00 AM"
EDWIN,932,"02/28/2026, 12:00:00 AM"
SEBAS,924,"02/20/2026, 12:00:00 AM"
CHOCHO,44030,"01/21/2026, 12:00:00 AM"
EVELYN,42113,"01/22/2026, 12:00:00 AM"
CHOCHO,1150390,"01/01/2026, 12:00:00 AM"
EVELYN,320402,"01/09/2026, 12:00:00 AM"
SEBAS,47321,"01/30/2026, 12:00:00 AM"
CHOCHO,767,"02/13/2026, 12:00:00 AM"
CARO,64317,"02/02/2026, 12:00:00 AM"
SEBAS,804,"02/18/2026, 12:00:00 AM"
CARO,252580,"01/26/2026, 12:00:00 AM"
DIEGO,118089,"02/07/2026, 12:00:00 AM"
DIEGO,40653,"01/20/2026, 12:00:00 AM"
EVELYN,1158,"02/09/2026, 12:00:00 AM"
DANIELA,230731,"01/07/2026, 12:00:00 AM"
VALERIA,188767,"01/12/2026, 12:00:00 AM"
DANIELA,862493,"02/11/2026, 12:00:00 AM"
DIEGO,981235,"01/28/2026, 12:00:00 AM"
DIEGO,220442,"02/23/2026, 12:00:00 AM"
DIEGO,56742,"02/25/2026, 12:00:00 AM"
DANIELA,586792,"02/05/2026, 12:00:00 AM"
CHOCHO,95132,"02/20/2026, 12:00:00 AM"
DANIELA,60391,"02/21/2026, 12:00:00 AM"
DIEGO,712,"02/13/2026, 12:00:00 AM"
CHOCHO,573310,"01/11/2026, 12:00:00 AM"
DIEGO,1142689,"02/21/2026, 12:00:00 AM"
EDWIN,634019,"01/22/2026, 12:00:00 AM"
DIEGO,53595,"02/27/2026, 12:00:00 AM"
EVELYN,191940,"02/16/2026, 12:00:00 AM"
DANIELA,1037562,"02/28/2026, 12:00:00 AM"
SEBAS,292173,"02/09/2026, 12:00:00 AM"
EVELYN,94012,"02/08/2026, 12:00:00 AM"
VALERIA,1173,"02/09/2026, 12:00:00 AM"
MAGALY,61960,"02/12/2026, 12:00:00 AM"
CHOCHO,38904,"02/17/2026, 12:00:00 AM"
CARO,466525,"02/24/2026, 12:00:00 AM"
DANIELA,774901,"01/09/2026, 12:00:00 AM"
VALERIA,613991,"03/01/2026, 12:00:00 AM"
MAGALY,560829,"02/19/2026, 12:00:00 AM"
DIEGO,54603,"02/06/2026, 12:00:00 AM"
MAGALY,955407,"01/01/2026, 12:00:00 AM"
SEBAS,922,"02/22/2026, 12:00:00 AM"
EDWIN,1269387,"02/06/2026, 12:00:00 AM"
EVELYN,637601,"01/05/2026, 12:00:00 AM"
CHOCHO,410766,"02/26/2026, 12:00:00 AM"
DANIELA,86528,"01/14/2026, 12:00:00 AM"
SEBAS,527102,"01/24/2026, 12:00:00 AM"
MAGALY,48693,"02/16/2026, 12:00:00 AM"
EDWIN,248893,"02/14/2026, 12:00:00 AM"
MAGALY,634932,"01/07/2026, 12:00:00 AM"
EDWIN,308802,"01/07/2026, 12:00:00 AM"
CARO,440619,"02/28/2026, 12:00:00 AM"
VALERIA,45106,"01/01/2026, 12:00:00 AM"
MAGALY,1231713,"01/10/2026, 12:00:00 AM"
SEBAS,597382,"01/10/2026, 12:00:00 AM"
DANIELA,273344,"02/27/2026, 12:00:00 AM"
DIEGO,1247467,"01/29/2026, 12:00:00 AM"
CHOCHO,492756,"01/26/2026, 12:00:00 AM"
EVELYN,74871,"01/31/2026, 12:00:00 AM"
SEBAS,834971,"02/23/2026, 12:00:00 AM"
VALERIA,74880,"01/26/2026, 12:00:00 AM"
SEBAS,102608,"01/30/2026, 12:00:00 AM"
DIEGO,1166,"01/28/2026, 12:00:00 AM"
DIEGO,377780,"02/19/2026, 12:00:00 AM"
EVELYN,648237,"02/13/2026, 12:00:00 AM"
VALERIA,980805,"01/30/2026, 12:00:00 AM"
EDWIN,781,"02/01/2026, 12:00:00 AM"
DIEGO,129711,"01/02/2026, 12:00:00 AM"
DIEGO,204836,"01/04/2026, 12:00:00 AM"
CARO,55612,"01/11/2026, 12:00:00 AM"
CHOCHO,580359,"01/25/2026, 12:00:00 AM"
VALERIA,1285,"01/15/2026, 12:00:00 AM"
SEBAS,1128,"02/25/2026, 12:00:00 AM"
DIEGO,612595,"02/03/2026, 12:00:00 AM"
SEBAS,56868,"01/18/2026, 12:00:00 AM"
CHOCHO,785446,"01/21/2026, 12:00:00 AM"
CHOCHO,320866,"01/06/2026, 12:00:00 AM"
EDWIN,202268,"01/11/2026, 12:00:00 AM"
DANIELA,564992,"02/18/2026, 12:00:00 AM"
MAGALY,121327,"01/05/2026, 12:00:00 AM"
SEBAS,357774,"01/13/2026, 12:00:00 AM"
MAGALY,58967,"01/31/2026, 12:00:00 AM"
MAGALY,410141,"01/20/2026, 12:00:00 AM"
VALERIA,954,"01/29/2026, 12:00:00 AM"
CHOCHO,86514,"02/27/2026, 12:00:00 AM"
SEBAS,64097,"02/07/2026, 12:00:00 AM"
DIEGO,35850,"02/27/2026, 12:00:00 AM"
VALERIA,1242,"02/25/2026, 12:00:00 AM"
CHOCHO,1022959,"01/25/2026, 12:00:00 AM"
VALERIA,385015,"01/24/2026, 12:00:00 AM"
CARO,77379,"02/08/2026, 12:00:00 AM"
CARO,973,"01/10/2026, 12:00:00 AM"
CHOCHO,844,"01/26/2026, 12:00:00 AM"
SEBAS,244351,"02/26/2026, 12:00:00 AM"
CHOCHO,942,"01/11/2026, 12:00:00 AM"
EVELYN,743255,"02/21/2026, 12:00:00 AM"
CHOCHO,636598,"01/26/2026, 12:00:00 AM"
VALERIA,243810,"03/01/2026, 12:00:00 AM"
CHOCHO,950,"01/23/2026, 12:00:00 AM"
EVELYN,557306,"02/01/2026, 12:00:00 AM"
SEBAS,500856,"02/19/2026, 12:00:00 AM"
CARO,50402,"02/01/2026, 12:00:00 AM"
VALERIA,54847,"02/27/2026, 12:00:00 AM"
EVELYN,1200,"01/09/2026, 12:00:00 AM"
CHOCHO,730,"01/20/2026, 12:00:00 AM"
DANIELA,45278,"02/07/2026, 12:00:00 AM"
DIEGO,489585,"01/01/2026, 12:00:00 AM"
DANIELA,1274116,"01/29/2026, 12:00:00 AM"
CHOCHO,245135,"01/15/2026, 12:00:00 AM"
DIEGO,50361,"01/09/2026, 12:00:00 AM"
MAGALY,1108,"01/19/2026, 12:00:00 AM"
EDWIN,583976,"02/03/2026, 12:00:00 AM"
EVELYN,88891,"01/04/2026, 12:00:00 AM"
DIEGO,218283,"02/14/2026, 12:00:00 AM"
SEBAS,832448,"01/01/2026, 12:00:00 AM"
CARO,552438,"02/07/2026, 12:00:00 AM"
MAGALY,448004,"02/08/2026, 12:00:00 AM"
CARO,294732,"01/10/2026, 12:00:00 AM"
CHOCHO,242788,"01/30/2026, 12:00:00 AM"
DIEGO,315908,"02/07/2026, 12:00:00 AM"
DIEGO,52457,"02/23/2026, 12:00:00 AM"
CHOCHO,272576,"02/11/2026, 12:00:00 AM"
VALERIA,815,"02/23/2026, 12:00:00 AM"
VALERIA,1029,"02/12/2026, 12:00:00 AM"
DIEGO,264123,"02/28/2026, 12:00:00 AM"
DANIELA,494071,"01/31/2026, 12:00:00 AM"
MAGALY,321361,"02/17/2026, 12:00:00 AM"
CHOCHO,1169220,"02/23/2026, 12:00:00 AM"
MAGALY,432298,"01/04/2026, 12:00:00 AM"
CARO,1187001,"02/10/2026, 12:00:00 AM"
DIEGO,1005758,"02/06/2026, 12:00:00 AM"
SEBAS,52290,"01/12/2026, 12:00:00 AM"
CHOCHO,228228,"01/30/2026, 12:00:00 AM"
EVELYN,47733,"02/14/2026, 12:00:00 AM"
VALERIA,257181,"02/12/2026, 12:00:00 AM"
SEBAS,1269214,"01/25/2026, 12:00:00 AM"
CHOCHO,925,"01/02/2026, 12:00:00 AM"
VALERIA,55017,"03/01/2026, 12:00:00 AM"
EVELYN,512102,"01/18/2026, 12:00:00 AM"
MAGALY,119759,"01/19/2026, 12:00:00 AM"
CARO,1008928,"02/07/2026, 12:00:00 AM"
DIEGO,1232812,"01/19/2026, 12:00:00 AM"
MAGALY,70967,"01/26/2026, 12:00:00 AM"
MAGALY,875,"01/07/2026, 12:00:00 AM"
EDWIN,713575,"01/15/2026, 12:00:00 AM"
SEBAS,89291,"01/04/2026, 12:00:00 AM"
DIEGO,57207,"01/02/2026, 12:00:00 AM"
EDWIN,1087929,"02/18/2026, 12:00:00 AM"
VALERIA,267753,"01/05/2026, 12:00:00 AM"
CARO,210200,"02/16/2026, 12:00:00 AM"
EVELYN,45256,"02/11/2026, 12:00:00 AM"
DIEGO,1115612,"02/09/2026, 12:00:00 AM"
DIEGO,207312,"02/18/2026, 12:00:00 AM"
CARO,803308,"02/13/2026, 12:00:00 AM"
VALERIA,87006,"02/23/2026, 12:00:00 AM"
DIEGO,1154280,"01/27/2026, 12:00:00 AM"
CARO,184141,"01/13/2026, 12:00:00 AM"
EDWIN,917667,"02/22/2026, 12:00:00 AM"
DIEGO,383741,"02/05/2026, 12:00:00 AM"
VALERIA,460193,"02/06/2026, 12:00:00 AM"
VALERIA,1082537,"01/14/2026, 12:00:00 AM"
DIEGO,63943,"01/12/2026, 12:00:00 AM"
MAGALY,118909,"02/11/2026, 12:00:00 AM"
MAGALY,45985,"01/12/2026, 12:00:00 AM"
EDWIN,267067,"02/01/2026, 12:00:00 AM"
CHOCHO,278820,"01/15/2026, 12:00:00 AM"
SEBAS,50804,"02/11/2026, 12:00:00 AM"
VALERIA,884,"01/11/2026, 12:00:00 AM"
DANIELA,39162,"01/30/2026, 12:00:00 AM"
DIEGO,715,"02/23/2026, 12:00:00 AM"
DANIELA,47312,"02/16/2026, 12:00:00 AM"
EDWIN,90548,"01/21/2026, 12:00:00 AM"
VALERIA,464799,"01/28/2026, 12:00:00 AM"
VALERIA,855,"01/28/2026, 12:00:00 AM"
VALERIA,387301,"01/12/2026, 12:00:00 AM"
DIEGO,38662,"01/27/2026, 12:00:00 AM"
EVELYN,303710,"02/17/2026, 12:00:00 AM"
SEBAS,1022634,"02/19/2026, 12:00:00 AM"
EDWIN,287063,"01/05/2026, 12:00:00 AM"
CARO,443142,"02/05/2026, 12:00:00 AM"
CARO,1220454,"01/22/2026, 12:00:00 AM"
CHOCHO,715960,"01/25/2026, 12:00:00 AM"
VALERIA,266940,"01/08/2026, 12:00:00 AM"
VALERIA,876,"03/01/2026, 12:00:00 AM"
EVELYN,865,"02/28/2026, 12:00:00 AM"
MAGALY,197119,"02/05/2026, 12:00:00 AM"
SEBAS,118056,"01/03/2026, 12:00:00 AM"
MAGALY,232998,"01/26/2026, 12:00:00 AM"
MAGALY,56437,"02/17/2026, 12:00:00 AM"
DIEGO,846317,"02/19/2026, 12:00:00 AM"
MAGALY,128306,"01/27/2026, 12:00:00 AM"
EVELYN,295193,"02/17/2026, 12:00:00 AM"
CARO,1078,"02/24/2026, 12:00:00 AM"
EDWIN,1114867,"01/29/2026, 12:00:00 AM"
CARO,62488,"01/24/2026, 12:00:00 AM"
MAGALY,241257,"02/13/2026, 12:00:00 AM"
SEBAS,625876,"02/25/2026, 12:00:00 AM"
CHOCHO,84139,"02/27/2026, 12:00:00 AM"
DIEGO,598840,"02/13/2026, 12:00:00 AM"
DIEGO,737506,"01/25/2026, 12:00:00 AM"
CHOCHO,262695,"02/16/2026, 12:00:00 AM"
CHOCHO,1004,"02/17/2026, 12:00:00 AM"
SEBAS,127022,"02/05/2026, 12:00:00 AM"
VALERIA,299464,"02/07/2026, 12:00:00 AM"
DANIELA,799,"01/24/2026, 12:00:00 AM"
CHOCHO,180779,"01/02/2026, 12:00:00 AM"
MAGALY,198454,"01/24/2026, 12:00:00 AM"
DANIELA,509747,"02/01/2026, 12:00:00 AM"
EDWIN,785831,"01/31/2026, 12:00:00 AM"
CHOCHO,630088,"01/28/2026, 12:00:00 AM"
VALERIA,358541,"02/20/2026, 12:00:00 AM"
DIEGO,793,"01/04/2026, 12:00:00 AM"
SEBAS,53411,"01/31/2026, 12:00:00 AM"
EVELYN,60807,"02/15/2026, 12:00:00 AM"
CHOCHO,1294867,"01/26/2026, 12:00:00 AM"
SEBAS,1242,"02/22/2026, 12:00:00 AM"
DIEGO,43528,"01/05/2026, 12:00:00 AM"
EDWIN,119366,"02/12/2026, 12:00:00 AM"
DANIELA,64006,"01/30/2026, 12:00:00 AM"
EDWIN,44203,"02/20/2026, 12:00:00 AM"
MAGALY,1136,"02/13/2026, 12:00:00 AM"
EVELYN,318540,"01/26/2026, 12:00:00 AM"
DIEGO,37395,"01/11/2026, 12:00:00 AM"
DIEGO,1150,"01/24/2026, 12:00:00 AM"
EVELYN,520667,"02/04/2026, 12:00:00 AM"
DANIELA,515875,"02/15/2026, 12:00:00 AM"
CHOCHO,545453,"01/04/2026, 12:00:00 AM"
CARO,231213,"02/05/2026, 12:00:00 AM"
MAGALY,1083,"02/13/2026, 12:00:00 AM"
DANIELA,709806,"01/15/2026, 12:00:00 AM"
DANIELA,105335,"02/24/2026, 12:00:00 AM"
MAGALY,79916,"02/10/2026, 12:00:00 AM"
CARO,957,"02/26/2026, 12:00:00 AM"
VALERIA,461300,"01/17/2026, 12:00:00 AM"
DANIELA,222007,"02/20/2026, 12:00:00 AM"
CHOCHO,233525,"01/13/2026, 12:00:00 AM"
EDWIN,1189,"03/01/2026, 12:00:00 AM"
CHOCHO,39842,"01/23/2026, 12:00:00 AM"
DIEGO,456540,"02/09/2026, 12:00:00 AM"
MAGALY,817722,"01/17/2026, 12:00:00 AM"
EDWIN,562627,"02/18/2026, 12:00:00 AM"
EDWIN,221552,"02/18/2026, 12:00:00 AM"
DIEGO,358079,"01/25/2026, 12:00:00 AM"
VALERIA,89366,"02/10/2026, 12:00:00 AM"
DIEGO,44780,"01/17/2026, 12:00:00 AM"
EVELYN,235151,"02/23/2026, 12:00:00 AM"
CARO,593950,"02/02/2026, 12:00:00 AM"
SEBAS,250510,"02/18/2026, 12:00:00 AM"
DANIELA,733142,"01/29/2026, 12:00:00 AM"
